,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
196702,0.02,-0.0102,0.0121,-0.0007,0.0617,0.0215,0.0325,0.0142,-0.0172,-0.0025
196703,0.0445,0.0428,0.058,0.0361,0.0544,0.0294,0.0236,0.0783,0.0153,0.0417
196704,0.0459,0.1083,0.0374,0.0167,0.0773,0.0019,0.092,0.0446,0.0188,0.0223
196705,-0.0263,-0.0728,-0.0372,-0.0242,-0.0444,-0.0567,-0.0466,-0.0529,-0.0411,-0.019
196706,0.0265,0.0151,0.0212,0.0228,0.0632,0.0272,0.0385,0.0538,-0.0131,0.0374
196707,0.0603,0.1072,0.0505,0.0692,0.0392,-0.0662,0.0598,0.0379,0.0233,0.0789
196708,-0.0084,0.0008,-0.0039,-0.0146,-0.0101,-0.0125,0.0044,0.0066,-0.0065,-0.0032
196709,0.0313,0.0498,0.0311,0.042,0.0836,0.012,0.0228,0.0289,-0.0009,0.0132
196710,-0.0266,-0.0487,-0.0453,-0.0099,0.048,-0.0349,0.0071,-0.0501,-0.0536,-0.0525
196711,0.0056,-0.007,0.0066,0.0078,0.0137,0.0009,0.0091,0.0133,0.0317,-0.0041
196712,0.032,0.0087,0.0522,0.0309,0.0219,0.0013,0.0337,0.0162,0.0328,0.055
196801,-0.0058,-0.0516,-0.0645,-0.0089,-0.0869,0.0269,0.0116,-0.0657,0.002,-0.0185
196802,-0.0267,-0.023,-0.0427,-0.0264,-0.0455,-0.024,-0.0082,-0.0424,-0.0148,-0.0356
196803,0.0074,0.0052,0.0086,0.0076,0.0416,-0.0112,0.0281,0.001,-0.0393,-0.0008
196804,0.111,0.1199,0.1067,0.0568,0.1238,0.0222,0.1234,0.119,0.0249,0.1214
196805,0.0502,-0.0039,0.0315,0.0126,0.0381,-0.0074,0.0354,0.0334,0.0045,0.0627
196806,0.0119,-0.0163,-0.002,0.0181,-0.02,0.0415,0.0038,0.0225,0.0844,0.0299
196807,-0.039,-0.0285,-0.0409,0.0528,-0.056,-0.0019,-0.0512,-0.041,0.0017,-0.0277
196808,0.0281,0.0116,0.0335,0.0128,0.0053,0.0126,0.0228,0.0068,-0.0087,0.0283
196809,0.0486,0.0686,0.0455,0.0353,0.0295,0.0295,0.0796,0.0085,0.0027,0.092
196810,0.0087,0.0471,0.0098,0.0255,-0.0499,0.0317,0.0075,-0.0005,0.0049,0.0108
196811,0.0466,-0.0044,0.0582,0.0556,0.0862,0.0539,0.051,0.081,0.0879,0.076
196812,-0.0104,-0.0443,-0.0339,-0.0256,-0.0537,-0.0664,-0.0411,-0.0103,-0.0288,-0.0377
196901,-0.012,-0.0187,-0.0042,-0.0112,-0.0468,0.012,-0.0104,-0.0023,0.0241,0.009
196902,-0.0659,-0.0336,-0.0576,-0.046,-0.0358,-0.0332,-0.0409,-0.0514,-0.052,-0.084
196903,0.0076,0.05,0.026,0.0709,0.0546,-0.0042,0.0513,0.0334,-0.0129,0.0074
196904,0.0103,0.013,0.0129,-0.0035,0.0391,0.0773,0.0373,0.0498,0.0134,0.0179
196905,0.0119,-0.0002,-0.0085,0.0369,-0.017,0.0106,0.0059,0.0166,0.0002,-0.0112
196906,-0.0733,-0.0596,-0.0697,-0.0992,-0.0013,-0.0398,-0.0546,-0.0503,-0.0574,-0.107
196907,-0.0693,-0.07,-0.0544,-0.0963,-0.0542,-0.0449,-0.0851,-0.0273,-0.0298,-0.0912
196908,0.05,0.03,0.0418,0.0658,0.0703,0.0166,0.0818,0.092,-0.0129,0.0902
196909,0.0026,-0.0038,-0.0209,-0.0963,0.0021,-0.04,-0.0073,0.0217,-0.0414,-0.0074
196910,0.0835,0.0387,0.0668,-0.0106,0.058,0.035,0.0679,0.0897,0.0828,0.0796
196911,-0.024,-0.0443,-0.0342,-0.0451,-0.0179,0.0118,-0.0419,0.0034,-0.0526,-0.0555
196912,-0.0196,-0.0343,-0.0143,-0.0301,-0.0075,-0.0551,-0.031,0.043,-0.0065,-0.0376
197001,-0.043,-0.0824,-0.073,-0.1144,-0.0907,-0.0256,-0.0593,-0.0711,-0.0423,-0.0882
197002,0.0472,0.0586,0.0517,0.0538,0.0295,0.0795,0.0519,0.0557,0.0836,0.0948
197003,-0.0086,0.0499,-0.0029,-0.0043,-0.0258,0.0229,-0.0174,-0.051,0.0291,-0.0191
197004,-0.102,-0.0876,-0.0898,-0.0915,-0.1434,-0.0879,-0.1121,-0.1012,-0.0806,-0.1371
197005,-0.0751,-0.0622,-0.0751,0.0263,-0.0954,-0.0374,-0.0952,-0.0774,-0.0536,-0.0831
197006,-0.0157,-0.0379,-0.0481,-0.0246,-0.1176,-0.0848,-0.0411,-0.0048,-0.047,-0.0684
197007,0.0669,0.1032,0.0512,0.1277,0.0241,0.1027,0.1034,0.0214,0.0871,0.0805
197008,0.015,0.0829,0.0463,0.0653,0.0799,0.025,0.0535,0.018,0.0467,0.0502
197009,0.0563,0.028,0.0398,0.0327,0.1017,-0.0093,0.0798,0.0801,-0.0054,0.0762
197010,0.0066,-0.0205,-0.0315,0.0297,-0.0354,-0.0375,-0.0174,0.0031,-0.008,-0.0588
197011,0.048,0.0684,0.0391,0.0489,0.0408,0.0611,0.0684,0.0297,0.0939,0.0376
197012,0.0745,0.0626,0.0801,0.0228,0.0443,0.0685,0.0545,0.0534,0.0713,0.0838
197101,0.0492,0.0375,0.0586,0.0039,0.0544,0.0975,0.0833,0.0492,0.0295,0.0778
197102,0.0379,0.0224,0.0126,0.0473,0.0278,-0.053,0.0369,0.0131,-0.0258,0.0224
197103,0.0447,0.0348,0.0408,0.0271,0.0808,0.0073,0.0688,0.0368,0.0239,0.0595
197104,0.0221,0.0854,0.0427,0.0434,0.0237,0.0082,0.0493,0.0423,-0.0354,0.0434
197105,-0.0305,-0.0435,-0.0227,-0.0468,-0.0611,-0.0521,-0.0177,-0.0213,-0.0369,-0.0453
197106,-0.0012,-0.0054,0.0038,0.0104,-0.0217,0.0105,0.0038,0.0205,0.0429,-0.0133
197107,-0.0213,-0.0528,-0.0488,-0.0215,-0.0859,-0.0369,-0.0353,-0.0217,-0.0215,-0.0387
197108,0.0313,0.1053,0.0635,-0.0116,0.0568,-0.0024,0.0618,0.0315,-0.0233,0.0699
197109,-0.0005,-0.0005,-0.0032,-0.0167,-0.0156,0.0027,0.0077,0.0066,-0.0149,-0.0041
197110,-0.0433,-0.0506,-0.0604,-0.043,-0.0435,-0.0183,-0.0342,-0.0247,0.0204,-0.0421
197111,-0.0038,0.0018,-0.0099,0.0002,0.0177,0.0043,0.0024,0.0069,-0.0122,-0.0028
197112,0.1052,0.062,0.0987,0.0883,0.1129,0.0755,0.1024,0.0779,0.0812,0.082
197201,0.0251,0.0338,0.0322,0.0016,0.0835,0.0101,0.0049,0.0263,-0.0032,0.0334
197202,0.0464,0.0057,0.0497,0.0261,0.0188,0.0024,0.0568,0.0712,-0.025,0.0225
197203,0.0009,0.043,0.0249,-0.0545,0.0109,-0.0033,0.0194,0.0046,-0.0014,0.0229
197204,0.019,-0.006,0.0198,-0.0066,0.0076,-0.0106,-0.0057,0.011,-0.028,0.0179
197205,0.004,-0.0121,0.0191,0.0362,0.0371,0.0124,0.0155,0.0371,-0.0017,-0.0064
197206,-0.0111,-0.0292,-0.0226,-0.0098,-0.0255,-0.0264,-0.0404,0.0254,-0.0156,-0.0452
197207,-0.0161,-0.0199,0.0047,-0.0109,0.0095,0.0074,-0.0249,0.031,0.0005,-0.0297
197208,-0.001,0.0376,0.0228,0.1241,0.0286,0.0518,-0.004,0.0105,0.0595,0.0354
197209,-0.026,-0.0092,-0.0122,-0.0021,-0.0116,0.0427,-0.0054,-0.0043,0.0018,-0.0175
197210,0.0002,-0.0235,0.0114,0.0312,-0.0333,0.0227,0.0083,0.015,0.0677,0.0113
197211,0.0687,0.081,0.0419,0.0619,0.0252,0.0704,0.0604,-0.0053,0.0639,0.0511
197212,0.0053,0.0175,0.0091,0.0105,0.0197,0.0145,0.017,0.0373,-0.0154,-0.0077
197301,-0.0471,-0.0668,-0.037,0.0502,0.0193,-0.0212,-0.0412,-0.0118,-0.0428,-0.0749
197302,-0.0436,-0.0603,-0.0231,-0.0736,-0.0302,-0.0464,-0.0651,-0.0071,-0.0198,-0.0608
197303,-0.0104,-0.0285,-0.0022,0.0312,-0.0122,0.0053,-0.0563,0.0078,-0.0216,-0.0029
197304,-0.0626,-0.0511,-0.0442,-0.0103,-0.0669,0.0086,-0.0856,-0.0548,-0.0058,-0.0781
197305,-0.0212,-0.043,-0.0114,-0.0345,-0.026,-0.0084,-0.0225,0.0107,0.0036,-0.0503
197306,-0.0348,-0.0261,-0.0035,0.0161,-0.0006,-0.0032,-0.0576,0.0002,-0.0247,-0.003
197307,0.075,0.0722,0.0664,0.0033,0.0493,-0.003,0.1115,0.0687,-0.0239,0.0961
197308,-0.0332,-0.0391,-0.0148,-0.0374,-0.0368,-0.0393,-0.0416,-0.0691,-0.0209,-0.0227
197309,0.0585,0.0784,0.0456,0.0928,-0.0282,0.0766,0.0722,0.0079,0.079,0.0723
197310,-0.0233,-0.045,0.0043,0.0523,0.0389,-0.0554,-0.0364,0.0183,-0.0338,-0.0109
197311,-0.1432,-0.1619,-0.1426,-0.0616,-0.1145,-0.0194,-0.1895,-0.0777,-0.1161,-0.1347
197312,-0.0163,-0.0377,0.0127,0.086,-0.0432,0.0453,-0.0025,-0.0448,0.0341,0.0249
197401,0.0237,0.0627,0.0041,-0.0752,0.0125,0.0201,0.0672,-0.0252,0.0455,0.0109
197402,0.0004,-0.0099,0,-0.0148,-0.0061,0.0475,0.008,-0.0123,0.0027,0.0101
197403,-0.0184,0.0004,-0.0076,-0.0333,-0.0274,-0.0458,-0.0308,0.0121,-0.0363,-0.0361
197404,-0.0374,-0.0395,-0.0206,-0.063,-0.0365,-0.0531,-0.02,-0.0148,-0.1219,-0.0639
197405,-0.0284,0.0052,-0.0252,-0.0748,-0.0426,-0.0152,0.0118,-0.0012,-0.0489,-0.0841
197406,-0.0058,-0.0271,-0.0041,-0.0027,-0.0294,0.003,-0.0272,-0.0162,-0.0617,-0.055
197407,-0.102,-0.1175,-0.0716,-0.0065,-0.0844,-0.0762,-0.1286,-0.1406,0.0079,-0.0664
197408,-0.1026,-0.067,-0.1015,-0.0854,-0.0489,-0.0004,-0.1313,-0.0811,-0.0862,-0.1063
197409,-0.1213,-0.1277,-0.1284,-0.0787,-0.1689,-0.0382,-0.1226,-0.1555,-0.0134,-0.096
197410,0.1564,0.041,0.1614,0.2097,0.1484,0.1085,0.1001,0.2952,0.13,0.2024
197411,-0.0384,-0.0468,-0.0592,-0.0417,-0.049,-0.0309,-0.0578,-0.012,-0.0015,-0.0276
197412,-0.006,-0.0386,-0.0447,0.008,-0.0532,0.0157,-0.0343,-0.0337,-0.0083,-0.0434
197501,0.1885,0.2131,0.1446,0.0651,0.1529,0.1111,0.2598,-0.0061,0.1884,0.1782
197502,0.041,0.0459,0.0802,0.0228,0.1319,0.0516,0.0518,0.1604,0.0092,0.0285
197503,0.0708,0.0669,0.0505,-0.0221,0.0102,-0.0085,0.1072,0.0128,-0.0134,0.0411
197504,0.0311,0.04,0.0957,0.0726,0.0553,-0.0095,0.026,0.0072,-0.0158,0.0329
197505,0.0518,0.0262,0.0282,0.1235,0.0588,0.0352,0.0399,0.0648,0.0845,0.057
197506,0.0539,0.1021,0.0356,0.0623,0.0228,0.0407,0.0741,0.0091,0.1077,0.0595
197507,-0.0539,-0.0206,-0.0591,-0.0417,-0.0939,-0.0422,-0.0739,-0.1203,-0.0478,-0.0613
197508,-0.0314,-0.0343,-0.008,-0.0093,-0.0297,-0.0359,-0.004,-0.0334,-0.013,-0.0512
197509,-0.0251,-0.0255,-0.058,-0.0116,-0.0084,-0.0125,-0.0347,-0.0654,-0.0097,-0.0631
197510,0.1056,0.0887,0.0567,-0.0139,0.0839,0.0681,0.0985,0.1068,0.0651,0.039
197511,0.0407,0.0339,0.0301,-0.0163,0.0503,0.0425,0.0465,0.0512,0.0312,0.0355
197512,-0.0151,-0.0039,-0.0131,0.0007,-0.0125,-0.0009,-0.0301,-0.0636,0.0133,-0.0029
197601,0.1101,0.1559,0.1685,0.0836,0.183,0.095,0.0899,0.0778,0.0837,0.1292
197602,-0.0106,0.0389,0.0173,-0.0315,0.0119,0.0356,0.0463,-0.0652,-0.0353,0.0313
197603,0.0072,0.0363,0.0115,0.0727,0.0298,0.0059,0.0345,0.0652,0.0142,0.0193
197604,-0.017,0.0189,-0.0142,0.0212,-0.034,0.0172,-0.0469,-0.0431,0.0065,-0.0156
197605,-0.0217,-0.0317,-0.0123,0.0549,0.0053,-0.0295,-0.0574,-0.0281,-0.0138,-0.0166
197606,0.0366,0.0425,0.037,0.0507,0.0822,0.0358,0.015,0.0366,0.0427,0.054
197607,0.015,-0.0107,-0.0186,-0.0066,-0.0221,0.0124,-0.0234,-0.0038,0.0282,-0.0004
197608,-0.0031,-0.0143,-0.0169,-0.0088,-0.0084,0.0473,0.0286,0.0217,0.0293,-0.0114
197609,0.0154,0.0452,0.0108,0.0598,0.0289,0.0161,0.0044,0.0362,0.041,0.0093
197610,-0.016,-0.0118,-0.0328,-0.0242,-0.0451,0.0127,-0.0093,-0.0375,-0.0084,-0.0046
197611,0.0174,-0.0075,-0.0037,0.0086,0.0166,0.0315,0.0482,-0.0969,0.0316,0.0205
197612,0.0523,0.097,0.0585,0.0627,0.0384,0.0346,0.0237,0.0626,0.0653,0.084
197701,-0.0407,-0.0414,-0.0601,0.0025,-0.0389,0.001,-0.0713,-0.0882,0.008,-0.0416
197702,-0.014,-0.035,-0.0063,-0.0295,-0.0064,0.0097,-0.0188,-0.0021,-0.034,-0.0175
197703,-0.014,-0.0337,-0.0034,-0.0208,-0.0004,-0.0103,-0.0274,-0.0179,0.0015,-0.001
197704,0.0053,0.0318,0.0056,0.0257,-0.0345,0.0067,-0.0341,-0.052,0.0195,0.0214
197705,-0.0094,-0.005,-0.0296,-0.004,-0.0147,0.0142,-0.0274,-0.0188,0.0167,-0.0085
197706,0.0452,0.0432,0.0341,0.0606,0.0778,0.0196,0.0604,0.0904,0.0572,0.0531
197707,0.0121,-0.0243,-0.0361,-0.0184,-0.0016,-0.0085,-0.0018,-0.0224,0.0087,-0.0035
197708,0.0011,-0.0087,-0.0125,-0.0572,0.0049,-0.0226,0.0461,0.0379,-0.0325,-0.0125
197709,0.0024,0.016,-0.0097,0.0078,-0.018,0.0347,-0.0066,-0.0084,0.0201,-0.0008
197710,-0.0335,-0.0447,-0.0459,-0.0359,-0.032,-0.0505,-0.0316,-0.0168,-0.0314,-0.0443
197711,0.0463,0.0194,0.0433,0.0345,0.0523,0.0221,0.0557,0.0602,0.043,0.0647
197712,-0.0001,-0.0065,0.0073,0.0185,0.024,0.0216,-0.0126,0.0059,-0.0032,0.0065
197801,-0.0529,-0.0686,-0.0606,-0.069,-0.0472,-0.0416,-0.0681,-0.0186,-0.0457,-0.0531
197802,0.0012,0.004,-0.0262,-0.011,-0.0347,0.0411,-0.0041,-0.03,-0.004,-0.0015
197803,0.0416,0.0611,0.0392,0.0203,-0.0069,0.0263,0.0292,0.0416,0.0248,0.0542
197804,0.0689,0.097,0.1146,0.0675,0.1331,0.0296,0.1079,0.092,0.0023,0.0934
197805,0.0424,0.0014,0.0413,0.0082,0.0162,-0.0038,0.0126,0.0525,0.0071,0.0254
197806,-0.0027,-0.0286,-0.0146,-0.0374,-0.0036,-0.0153,-0.0197,0.011,0.0082,-0.0026
197807,0.0355,0.0463,0.0784,0.0344,0.0858,0.0144,0.052,0.0887,0.0282,0.0655
197808,0.0412,0.0287,0.0393,0.0513,0.0601,0.0357,0.057,0.01,0.0047,0.0638
197809,-0.0037,-0.0045,-0.0209,0.0476,-0.0415,0.0122,-0.0265,-0.0275,-0.0026,-0.0126
197810,-0.1158,-0.1117,-0.1133,-0.1062,-0.1081,-0.0453,-0.1419,-0.1284,-0.0708,-0.1406
197811,0.022,0.0077,0.0286,0.0621,0.0507,0.0301,0.026,0.0518,0.0301,0.025
197812,0.0174,-0.0056,0.0144,0.0295,0.0645,0.001,-0.0057,0.0342,-0.0123,0.0132
197901,0.042,0.05,0.0652,0.032,0.043,0.0365,0.0572,0.0142,0.0635,0.0609
197902,-0.0351,-0.0354,-0.0448,0.0065,-0.0331,-0.0063,-0.0442,-0.0452,-0.0162,-0.0325
197903,0.0413,0.066,0.0735,0.093,0.0761,0.0017,0.0615,0.0505,0.0235,0.0817
197904,0.0022,0.0299,-0.0047,0.0431,0.0033,-0.0212,0.0083,0.0042,-0.0272,0.0151
197905,-0.0177,-0.0078,-0.0229,-0.0231,-0.0198,0.0009,-0.0239,-0.0264,0.0139,-0.0031
197906,0.0328,0.0299,0.0351,0.0919,0.0049,0.0195,0.03,0.0483,0.0499,0.0705
197907,0.0207,0.0205,0.0203,0.017,-0.0152,-0.0011,0.0118,0.0014,0.0212,0.033
197908,0.0755,0.0469,0.0771,0.0797,0.0594,0.0157,0.0885,0.0854,0.0205,0.0585
197909,-0.0191,0.0043,-0.0072,0.0584,-0.0176,-0.0239,-0.0075,-0.0054,-0.0214,-0.0065
197910,-0.0767,-0.0942,-0.0885,-0.0239,-0.0773,-0.0508,-0.0889,-0.0434,-0.058,-0.1015
197911,0.0515,-0.0236,0.0471,0.0893,0.0817,0.0405,0.0391,0.0875,0.0779,0.07
197912,0.0338,0.0339,0.0443,0.0268,0.0179,-0.0151,0.0307,0.0208,-0.0092,0.0418
198001,0.0312,0.0906,0.0706,0.1415,0.0737,-0.0205,0.0138,-0.0129,0.016,0.0551
198002,-0.048,-0.0631,-0.0252,0.1258,-0.0355,-0.0148,-0.0479,-0.0463,-0.0336,-0.0333
198003,-0.0816,-0.0874,-0.1173,-0.1779,-0.1266,-0.0264,-0.0876,-0.0284,-0.0667,-0.1226
198004,0.0652,-0.0191,0.032,0.0685,0.0072,0.073,0.0336,0.0428,0.1196,0.0606
198005,0.0788,0.0431,0.0624,0.0405,0.0482,0.0502,0.1067,0.0696,0.0461,0.0811
198006,0.0299,0.0279,0.0233,0.0581,0.0303,-0.0058,0.0237,0.0021,0.0454,0.0512
198007,0.0776,0.1176,0.1084,0.0167,0.1548,0.0102,0.1084,0.0889,-0.0012,0.0663
198008,0.0145,0.0146,0.0157,0.0379,0.0368,0.0631,0.0186,0.003,-0.0108,0.0265
198009,0.0021,0.0097,0.0285,0.068,0.02,-0.0159,0.0129,0.036,0.0017,0.0362
198010,0.0028,-0.0173,0.0044,0.0801,0.0194,-0.0324,-0.0115,-0.0129,0.0201,0.015
198011,0.0092,0.0478,0.0839,0.2456,0.098,0.0001,0.028,0.0881,0.0751,0.0748
198012,0.0104,-0.0116,-0.0206,-0.1087,-0.0117,0.0083,-0.0143,0.0461,-0.0202,-0.007
198101,0.02,-0.022,-0.0195,-0.1036,-0.0808,0.0553,0.0046,-0.0157,-0.0272,-0.0255
198102,0.0249,0.0641,0.0436,-0.0047,0.0049,0.0216,0.0264,0.0185,-0.0132,0.017
198103,0.0693,0.0707,0.0597,-0.0249,0.05,0.0116,0.1272,0.0587,0.0296,0.0844
198104,0.0115,0.0181,-0.0094,-0.0745,0.0015,0.0621,0.0302,0.03,-0.0258,0.0093
198105,0.0264,0.0288,-0.0037,-0.0401,0.0422,0.0714,0.0282,0.0347,0.0195,0.0251
198106,-0.002,-0.0421,-0.0132,0.0475,-0.0666,-0.0191,-0.0143,-0.0558,0.0345,-0.0097
198107,-0.0065,-0.0297,-0.0283,0.0786,-0.0377,0.0037,-0.0333,-0.0389,0.0281,-0.0268
198108,-0.051,-0.0785,-0.0686,-0.064,-0.0726,-0.008,-0.0532,-0.0775,-0.0083,-0.055
198109,-0.0218,-0.0297,-0.0715,-0.123,-0.0389,0.0281,-0.039,-0.0133,-0.0556,-0.0544
198110,0.0751,-0.0414,0.0367,0.1,0.0514,0.0603,0.0683,0.0795,0.0486,0.0714
198111,0.0269,0.0481,0.0453,0.0686,0.0153,0.0264,0.0105,0.0393,0.0591,0.0507
198112,-0.0179,0.0042,-0.0162,-0.0654,-0.0001,-0.0143,-0.0202,-0.0075,-0.0233,-0.0376
198201,-0.009,0.012,-0.033,-0.0858,0.0277,0.0067,0.0014,0.0145,-0.0069,-0.0325
198202,-0.0197,-0.0194,-0.0563,-0.1094,-0.0522,-0.057,-0.0137,-0.0181,-0.0045,-0.039
198203,0.0247,0.0365,-0.0175,-0.0361,-0.0358,0.0205,0.0411,-0.0257,0.0163,-0.0131
198204,0.0664,0.0449,0.0321,0.044,0.0743,-0.0017,0.0535,0.0733,0.0383,0.0372
198205,-0.0321,-0.0183,-0.047,0.0247,-0.0541,-0.0105,-0.0262,-0.0305,-0.005,-0.0546
198206,0.017,0.0271,-0.0256,-0.0647,-0.0233,-0.0255,0.0275,-0.0073,-0.0224,-0.0243
198207,-0.0046,-0.0039,-0.0231,-0.0795,0.0155,0.0117,0.0025,0.0085,-0.0261,-0.0307
198208,0.0921,0.1377,0.1395,0.0982,0.1278,0.1084,0.1255,0.1238,0.1191,0.1132
198209,0.0532,-0.0073,-0.0105,0.0195,0.0119,0.0105,0.048,0.0137,0.0109,0.0417
198210,0.1057,0.1656,0.1303,0.0561,0.1695,0.0818,0.1689,0.0835,0.0489,0.1566
198211,0.0515,0.0822,0.0585,-0.0439,0.1064,0.0602,0.1116,0.0531,0.001,0.0757
198212,0.0084,0.0313,0.0072,0.0547,0.0267,-0.0122,-0.021,0.0056,0.0429,-0.013
198301,-0.0102,0.0512,0.0497,0.0369,0.0839,0.1234,0.0133,0.0143,0.0364,0.0282
198302,0.0376,0.0356,0.0414,-0.0039,0.036,-0.0029,0.0793,0.028,0.0145,0.0464
198303,0.0739,-0.0107,0.0209,0.0599,0.0066,0.0071,0.0853,0.0463,0.003,0.0496
198304,0.0629,0.1102,0.0636,0.0946,0.0746,0.0513,0.0862,0.0512,0.0478,0.083
198305,-0.0088,-0.0214,0.0198,0.0129,0.0278,-0.0126,0.0047,-0.0266,0.0263,0.0245
198306,0.0297,0.1041,0.0158,0.0648,0.0613,0.0022,0.0609,0.0689,-0.0041,0.0164
198307,-0.0259,-0.0362,-0.0254,-0.0232,-0.0537,-0.0517,-0.0324,-0.0563,0.0104,-0.0369
198308,0.0064,-0.0248,0.0068,0.072,-0.0109,0.0219,-0.0471,-0.0108,0.0151,-0.0086
198309,0.0459,0.0444,0.0228,-0.0485,0.0215,0.0226,0.022,0.0128,0.0466,0.0163
198310,-0.0025,0.0036,-0.0231,-0.021,-0.0687,-0.0522,-0.0172,-0.0214,0.0307,-0.0401
198311,0.0226,0.0412,0.0647,-0.0057,0.0227,0.0317,0.0447,-0.03,-0.0157,0.0468
198312,-0.0046,0.0098,-0.0112,0.0191,0.0039,-0.0152,-0.0475,-0.036,-0.0363,-0.0086
198401,-0.0075,-0.054,-0.0353,0.0999,-0.0613,0.0406,-0.0588,-0.0061,0.0149,-0.0165
198402,-0.0572,-0.0608,-0.0664,0.0388,-0.0595,-0.037,-0.0445,-0.0199,-0.0336,-0.0489
198403,0.0156,0.0038,0.0332,0.0016,0.0185,-0.0421,0.0124,-0.007,-0.0023,0.0245
198404,0.0048,0.013,-0.0013,0.0407,-0.0043,0.0218,0.0028,0.0234,-0.004,-0.0206
198405,-0.024,-0.0557,-0.0574,-0.0506,-0.0551,-0.0349,-0.0512,-0.0645,-0.0083,-0.0685
198406,0.0632,0.0199,0.032,-0.0221,0.0177,0.1226,0.0738,0.0385,0.0047,0.0223
198407,-0.0173,0.0259,-0.0144,-0.0716,-0.0232,0.0289,0.0013,-0.0381,-0.0003,-0.018
198408,0.0878,0.1,0.1187,0.1375,0.1386,0.0715,0.0987,0.1029,0.0775,0.1116
198409,0.0127,-0.0014,-0.0255,0.0212,-0.039,0.0404,0.0007,-0.0439,0.0481,0.022
198410,0.0141,0.0216,0.0059,-0.0449,-0.0051,-0.0352,-0.0073,0.016,0.0331,0.0073
198411,0.0032,-0.0299,-0.0132,-0.01,-0.0384,0.0047,-0.0287,-0.0004,0.0303,-0.003
198412,0.0246,0.0459,0.0217,-0.0056,0.0244,0.0532,0.0076,0.0284,0.0263,0.037
198501,0.0501,0.0981,0.0845,0.0651,0.1256,0.0525,0.1317,0.0824,0.024,0.0981
198502,0.0505,-0.0158,0.0137,0.0381,-0.0131,0.0337,0.0208,0.0361,0.0139,0.0215
198503,0.047,-0.0524,-0.0277,0.0156,-0.0602,0.0446,-0.0058,0.03,0.0612,-0.0016
198504,-0.0211,-0.0345,-0.0148,0.0387,-0.0361,-0.0071,0.0011,-0.017,0.0162,0.0147
198505,0.079,0.0594,0.0608,0.0065,0.0288,0.0835,0.0961,0.0954,0.055,0.0636
198506,0.0273,0.0151,0.0153,-0.0079,-0.0072,0.045,0.0158,0.0232,0.0362,0.0295
198507,-0.0259,0.024,0.0343,-0.0031,0.0447,-0.0456,-0.0398,-0.0046,-0.047,-0.0014
198508,0.0077,-0.0262,-0.0114,0.0141,-0.0252,0.0053,-0.0058,-0.0081,0.0192,-0.0045
198509,-0.0063,-0.0326,-0.0397,-0.0134,-0.0475,-0.0417,-0.0428,-0.0392,-0.0531,-0.0492
198510,0.0358,0.0087,0.0328,0.0625,0.0305,0.0404,0.0684,0.0316,0.0631,0.0638
198511,0.0848,0.0998,0.0795,0.0054,0.0865,0.0739,0.0797,0.0975,0.0424,0.0741
198512,0.054,0.0718,0.0452,-0.031,0.0827,0.0619,0.0453,0.035,0.0485,0.0449
198601,0.0185,0.022,0.016,-0.0683,-0.0026,-0.0395,0.0166,0.0109,0.0378,0.0354
198602,0.1081,0.1092,0.1021,0.0075,0.0498,0.0739,0.0779,0.0613,0.0656,0.0833
198603,0.0804,0.0791,0.0602,0.0019,-0.0008,0.0382,0.0857,0.1202,0.0395,0.0578
198604,0.0043,-0.0355,-0.0176,0.0069,0.0392,0.0244,0.0031,0.007,-0.039,-0.0264
198605,0.0886,0.0318,0.0441,0.0735,0.0097,0.0481,0.0991,0.0727,0.0363,0.0463
198606,0.0626,-0.0126,-0.0004,-0.0229,-0.0399,0.0542,0.0391,0.0564,0.0507,0.0154
198607,-0.057,-0.0904,-0.0721,-0.0518,-0.0833,-0.0302,-0.0955,-0.0532,0.0513,-0.0641
198608,0.0262,0.0752,0.0625,0.1656,0.0698,0.0687,0.0168,0.0401,0.0791,0.069
198609,-0.1082,-0.0818,-0.0677,-0.0092,-0.0706,-0.0929,-0.0846,-0.1254,-0.0909,-0.0879
198610,0.0886,0.0648,0.0656,0.0193,0.0062,0.0466,0.0738,0.0794,0.0524,0.0426
198611,0.0074,0.0483,0.0279,0.0327,0.0353,0.0394,0.0181,0.0136,0.0055,-0.0062
198612,-0.0319,-0.0219,-0.0192,-0.0048,-0.0368,-0.0372,-0.0625,-0.0124,-0.033,-0.0253
198701,0.1451,0.1881,0.1452,0.1411,0.1646,0.0531,0.1176,0.1316,0.093,0.1114
198702,0.0562,0.0347,0.0487,-0.0165,0.0942,0.0004,0.0981,0.1124,-0.0214,0.0467
198703,0.0107,0.0463,0.0338,0.1234,0.0267,0.0143,0.0172,0.0017,-0.0167,-0.0029
198704,-0.0366,0.0408,-0.0145,0.0028,0.0438,-0.0242,-0.027,-0.0245,-0.0432,-0.0407
198705,0.0258,-0.0141,0.0027,0.0295,0.0029,0.0333,-0.0004,0.0124,-0.0185,-0.0004
198706,0.0682,0.0298,0.0508,0.0604,0,0.0704,0.0627,0.0478,0.0339,0.0462
198707,0.0569,0.0696,0.0712,0.0317,0.0103,0.0601,0.0573,0.0577,-0.0168,0.0358
198708,0.0373,0.0568,0.0279,0.0192,0.0741,0.0511,0.0335,0.0221,0.0371,0.0435
